Id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,label
10,370903,0,0,0,370903,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
11,10585,355,3757675,102,10838,0.009411330503782987,0,400612,40994,359720,1007.7239436619718,6283,0.06446752572619541,0.2115595431602169,0.02865200474475742,0.10578161022785114,0.05507050284818053,0.19132459655583234,0.11554690367520468,0.5935758148323099,0.0405132787395985,0.15465338950593643,5.7493778546322185e-06,2.787294211428422e-05,33.797071327350025,301,0.15683254069211613,0.5806115585996791,0.06915209367973796,0.4090019569471624,0.1220311903890211,0.5805555555555556,0.35885641366740867,0.8947368421052632,0.08541601676241928,0.5726027397260274,0.0009832941200177893,0.002520385470719051,1
12,3238,6,19428,2,3242,0.0006169031462060457,0,2693,154,2541,422.3333333333333,1087,0.021191209150945356,0.046168437780372155,0.0055332170014273365,0.012768766024420583,0.010973604286094075,0.02521556045718869,0.13043030677372866,0.33570105003088324,0.006593421379893134,0.013721425064106061,2.036263551542042e-06,4.237623552843132e-06,0.7825818406423718,6,0.0672884583687428,0.6172133998483676,0.030753672430544617,0.4444444444444444,0.05558709793052407,0.6153846153846154,0.14302553016265243,1.0,0.041651692851967945,0.5714285714285714,0.009041152706815225,0.1111111111111111,1
13,93386,7,653702,7,93386,7.49577024393378e-05,0,141515,2759,138763,19783.428571428572,30823,0.27562917731290765,0.3873060838139197,0.15770843916408558,0.23455240008522812,0.26472590113250655,0.3799796591364379,0.36244585219046943,0.5640158052502497,0.21184576458386237,0.33006018032681556,3.8811583341236304e-06,6.039618414433103e-06,1.4829203520870367,7,0.07351820800176928,0.5976143046671968,0.02557287327545576,0.4166666666666667,0.04870833917421404,0.5882352941176471,0.21239109461700242,1.0,0.02998061618128355,0.5,0.00436084945920629,0.09523809523809523,1
14,28454,81,2304774,47,28488,0.0016498174670036506,0,449524,10789,438782,5413.456790123457,15447,0.15100828821561743,0.29966034201976544,0.07486997871930141,0.15656649761562336,0.13602538951178,0.2707436155869995,0.23741548928406656,0.5428762212694173,0.10267213648981749,0.23321852815069938,5.26585712338625e-06,1.2079654198487541e-05,15.410487101989176,77,0.19116791691569368,0.4714045207910317,0.0992996271802888,0.297029702970297,0.17447717222358025,0.4580152671755725,0.2909803465659247,0.9506172839506173,0.13766866839060868,0.43902439024390244,0.002943161577425879,0.0102880658436214,1
15,271524,1,271524,0,271525,0.0,0,382,30,352,351.0,351,0.009332202271383217,0.009332202271383217,0.0012699768075460501,0.0012699768075460501,0.002536732024254338,0.002536732024254338,0.06737044145873321,0.06737044145873321,0.001292703407433597,0.001292703407433597,2.481196559373507e-07,2.481196559373507e-07,0.001292703407433597,1,0.00015554482109754106,0.7071067811865475,4.107932626794156e-05,0.5,6.892569871521517e-05,0.6666666666666666,0.001292703407433597,1.0,4.107932626794156e-05,0.5,4.107932626794156e-05,0.5,1
16,448,85,38080,3,530,0.005660377358490566,0,3130,662,2471,28.576470588235296,120,0.010961855670029129,0.07227305878421506,0.002842543614068231,0.037444933920704845,0.005618715304776293,0.07218683651804671,0.06378676470588235,0.26785714285714285,0.003671058704868537,0.06882591093117409,8.194327466224416e-06,0.00015362926547137073,5.421875,70,0.048099881421452884,0.2691113675976232,0.02144375389363948,0.14960629921259844,0.04064917697882753,0.2602739726027397,0.09159236363035417,0.8235294117647058,0.030442752206893957,0.2235294117647059,0.0006852747191925382,0.0058823529411764705,1
17,539,183,98637,16,706,0.0226628895184136,1,7609,2463,5162,25.91256830601093,235,0.04100393267106005,0.16592970996072773,0.01745109492853473,0.08872901678657075,0.033709757951789716,0.16299559471365638,0.08366609312944333,0.4359925788497217,0.024564717038021683,0.137291280148423,0.00011160583356883912,0.0005565862708719852,8.797773654916512,75,0.03598623331045164,0.40246491418637853,0.016137875919807303,0.22790697674418606,0.031186551355259835,0.3712121212121212,0.06370252328601243,0.6049382716049383,0.023724515768021863,0.2677595628415301,0.00021503701191351714,0.0033056736153275314,1
18,1041,8,8328,3,1046,0.0028680688336520078,0,1073,85,991,121.5,329,0.0837584406896298,0.2292174285259426,0.042593882362638814,0.12225938312894835,0.0782163939290654,0.21788079470198676,0.13179839436609336,0.3160422670509126,0.06260064352698014,0.1662455785750379,7.462472669234722e-05,0.0002297816117265216,0.9337175792507204,6,0.07127306588971276,0.4902903378454601,0.03430347333209713,0.3125,0.061735323003229314,0.47619047619047616,0.13111820136315813,0.75,0.0467198639745139,0.38461538461538464,0.007640420991416504,0.08333333333333333,1
19,27308,1,27308,1,27308,3.661930569796397e-05,0,6871,166,6706,6695.0,6695,0.22092364530687722,0.22092364530687722,0.12342606419261472,0.12342606419261472,0.21973153040795562,0.21973153040795562,0.24516625164786876,0.24516625164786876,0.19907820398453763,0.19907820398453763,7.290105609511411e-06,7.290105609511411e-06,0.24516625164786876,1,0.027537177606097037,0.5773502691896258,0.003767269866523426,0.3333333333333333,0.007293029842482603,0.5,0.24516625164786876,1.0,0.003767269866523426,0.3333333333333333,0.003767269866523426,0.3333333333333333,1
20,5933,35,207655,16,5952,0.002688172043010753,0,42383,2452,39947,1137.857142857143,2169,0.06358256335525274,0.09706731597326808,0.019923457655096802,0.04094162095397246,0.03895842279799216,0.0786626648984435,0.19656315284152037,0.365582336086297,0.02321109963266524,0.04960169006645834,4.7176474472329055e-06,1.4745876255692809e-05,6.712455755941345,29,0.10396126713599861,0.4897622991151437,0.04712726519189945,0.3220338983050847,0.08538861075416533,0.48717948717948717,0.20668912550392746,0.8285714285714286,0.0616643206891654,0.4857142857142857,0.0021876856006668587,0.01904761904761905,1
21,49383,0,0,0,49383,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
22,64562,48,3098976,43,64567,0.0006659748788080598,0,733631,19745,713929,14860.520833333334,39856,0.2595475483379019,0.45412360817434994,0.1413495621800849,0.2767547148848707,0.2406118897891676,0.43352840080927624,0.3761856730636606,0.6173290790248134,0.19720497987858668,0.3815087221629209,5.316071900458813e-06,7.825187026728779e-06,11.048372107431616,47,0.1818106291970625,0.4666666666666667,0.09388682185144917,0.29545454545454547,0.16647642672335486,0.45614035087719296,0.27295013428800335,0.9791666666666666,0.13196615695869438,0.42,0.003640455673788762,0.015625,1
23,15931,91,1449721,44,15978,0.002753786456377519,0,311371,12651,298764,3278.010989010989,6981,0.1279452032190368,0.19164309871622567,0.05893189033929567,0.08970440881763526,0.11072475026044006,0.16463989333578538,0.22138082849859733,0.43820224719101125,0.07980963793819515,0.1429288807984433,5.990046231494468e-06,1.224366100312976e-05,18.724436632979724,85,0.18826924876702159,0.554865261009786,0.1009665101779167,0.381294964028777,0.17134982430373116,0.5520833333333334,0.28880585936538594,0.9340659340659341,0.1350111449719173,0.5274725274725275,0.002396197411147874,0.008991008991008992,1
24,119305,106,12646330,50,119361,0.00041889729476127046,0,735014,23171,711893,6689.896226415094,64884,0.10144712517005135,0.5882868223376497,0.04197885755458796,0.4149044333463356,0.07150208626549304,0.5864769712609652,0.317915326813483,0.6782842676771698,0.05223885066091343,0.5438497967394493,2.6325827160372444e-06,5.685296238021623e-06,5.943833032982692,68,0.07290766706935774,0.3151267458316272,0.033278974452331286,0.1834862385321101,0.0635015209374034,0.31007751937984496,0.12636064791980786,0.8571428571428571,0.04771286685375534,0.2631578947368421,0.0011132039456225268,0.008086253369272238,1
25,3211,804,2581644,62,3953,0.015684290412345054,0,236528,28986,207604,256.771144278607,1838,0.0496770317166814,0.2343167609223667,0.021437714045899444,0.13215149073327961,0.04131223825762335,0.23345195729537366,0.09893025629258302,0.572407349735285,0.030747697839778335,0.2149973780807551,1.548173622268029e-05,0.00010839809976410509,64.2927436935534,533,0.1366393418966968,0.4247224535993215,0.058835316528421874,0.2522460262612301,0.10562017917827356,0.40286975717439294,0.32891507293301436,0.8,0.07468848577975695,0.3691194209891435,0.00040253415372069223,0.0009950248756218905,1
26,492,278,136776,18,752,0.023936170212765957,0,18518,6605,11931,41.406474820143885,329,0.01764026383647644,0.4840392177761986,0.005312099092540221,0.2985480943738657,0.00968061798573858,0.45981830887491265,0.08464673079630096,0.6686991869918699,0.0063122533941381296,0.3503727369542066,1.3820086429837379e-05,0.0009343036978756885,23.396341463414632,232,0.08071436762511798,0.39951308231386395,0.03645487300272557,0.23440453686200377,0.06706669795738197,0.37978560490045943,0.1730133725282016,0.8345323741007195,0.050215234541977016,0.33066666666666666,0.0005002485805871194,0.002544306018599754,1
27,62806,2,125612,2,62806,3.184409132885393e-05,0,23413,538,22877,11429.0,21921,0.25666356197378337,0.4758522478818427,0.15330097512221286,0.2935559900366928,0.23981516699130404,0.4538744241420363,0.37144722154477405,0.6487614312350173,0.18197305989873577,0.3490271630099035,5.914199623360413e-06,1.032960913344294e-05,0.3639461197974716,2,0.03265682851746964,0.8164965809277261,0.007019885419486659,0.6666666666666666,0.013401675034768102,0.8,0.1819730598987358,1.0,0.007417185600225924,0.6666666666666666,0.003708592800112962,0.3333333333333333,1
28,101961,144,14682384,124,101981,0.0012159127680646394,0,2454559,62413,2392270,16589.73611111111,64884,0.23884255994093806,0.6196512736794287,0.12457503133991052,0.4486568188622208,0.2053939515773658,0.6194107714408125,0.43746458604455546,0.6835152211372775,0.15836593738826624,0.6026225713753298,4.247936371518977e-06,6.703692795650076e-06,23.429762360118083,126,0.2399527292452086,0.5916079783099616,0.11774462477861894,0.42,0.20412564596548938,0.5915492957746479,0.43721002276417886,0.9523809523809523,0.14788531455286227,0.5833333333333334,0.0029332545434768826,0.006613756613756613,1
29,370903,2,741806,0,370905,0.0,0,4242,144,4098,2042.5,4048,0.02248821852096549,0.041666981124395534,0.00520912850585245,0.01031858109313743,0.01031286139236784,0.020426390816197806,0.1344340054426265,0.15907572601878414,0.00550683062687549,0.010913904713631326,3.6245057452386874e-07,4.288876768825923e-07,0.011013661253750981,2,0.002035849096946341,0.5,0.0008678199011475408,0.3333333333333333,0.001503833098120369,0.5,0.005506830626875491,1.0,0.0010490227153484256,0.5,0.0005245113576742128,0.25,1
30,25236,72,1816992,42,25266,0.0016623129897886488,0,200222,12794,187470,2591.847222222222,16112,0.10820079375611354,0.3763173031325638,0.0473934170701379,0.22046854207284994,0.08708237219497354,0.36128508760808375,0.235446304371823,0.6384530036455857,0.06319735196962889,0.2822951339356475,7.764277088621124e-06,1.9878539112432046e-05,7.394713900776669,53,0.08159973666230409,0.3403516468284206,0.03925202242526671,0.2028985507246377,0.07451156045395095,0.3373493975903614,0.12359151889435144,0.7361111111111112,0.05908598854635561,0.2978723404255319,0.0011107381626069288,0.009259259259259259,1
31,23680,41,970880,19,23702,0.0008016201164458695,0,91038,4786,86271,2096.951219512195,14182,0.08878932397182013,0.2668182241845349,0.03893371847479224,0.11528150134048257,0.07264477560878961,0.20673076923076922,0.18879581060087,0.598902027027027,0.05424795668656638,0.1754222972972973,6.524074494552752e-06,1.3684056652806652e-05,3.6307010135135136,32,0.056598357838903914,0.20208779815274222,0.025123747755217602,0.10434782608695652,0.04854942177710495,0.1889763779527559,0.10186757886058083,0.7804878048780488,0.036292619170895435,0.16326530612244897,0.0012099149945137752,0.016260162601626018,1
32,16041,142,2277822,56,16127,0.0034724375271284183,0,253498,22002,231552,1621.3591549295775,4795,0.07550484867607535,0.1437395166356613,0.03416628474834498,0.07493723531052672,0.06575475554591208,0.139426252713032,0.12872236636601578,0.2989215136213453,0.04890215330619234,0.11799500280454847,4.772057825919923e-06,1.5183156199488096e-05,14.35278349230098,128,0.10393383477447406,0.5357494075817911,0.05088741973429988,0.36065573770491804,0.09053751591324248,0.5301204819277109,0.18213204454602935,0.9375,0.06870917460615084,0.4631578947368421,0.0010546850638419292,0.006602112676056338,1
33,761792,0,0,0,761792,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
34,60516,4,242064,2,60518,3.304801877127466e-05,0,1651,153,1500,371.0,1051,0.03043379219696841,0.0794178902061721,0.005944196271694194,0.01685402267515515,0.01173867392213395,0.033149345529096354,0.16145630038134223,0.3631651693158258,0.006130610086588671,0.01736730781941966,2.6679935947739814e-06,6.001142992197532e-06,0.024522440346354684,3,0.001120683304342863,0.35355339059327373,0.00028218864102412414,0.2,0.0005382301724076618,0.3333333333333333,0.0061388723643333995,0.75,0.0003269384408746578,0.25,8.380017965484663e-05,0.125,1
35,12599,164,2066236,81,12682,0.006387005204226462,0,521119,20882,500318,3045.762195121951,9484,0.14979841471551678,0.2578187003778429,0.06852396291003328,0.11563251563251563,0.12675193410947816,0.20729499008364233,0.2719859661787042,0.7527581554091595,0.09219284111566986,0.19176470588235295,9.717633362452557e-06,2.3155345482257024e-05,39.64640050797682,140,0.2773360489857382,0.5142057091590393,0.14694630031303993,0.34220532319391633,0.24891703558018688,0.509915014164306,0.4424079123248864,0.9285714285714286,0.1907802157945071,0.4909090909090909,0.0023868401436497994,0.005662020905923345,1
36,655,386,252830,4,1037,0.003857280617164899,0,10688,1718,8974,22.974093264248705,187,0.00880026081346452,0.16684599212894954,0.002763568575287769,0.08639308855291576,0.005444671005195256,0.15904572564612326,0.035947435436739186,0.28549618320610687,0.0036323450518029026,0.12213740458015267,6.8776014352225565e-06,0.0003479698136186686,13.538931297709924,281,0.05219359215343615,0.4394091424298593,0.020162527330674366,0.27941176470588236,0.037045507509877486,0.4367816091954023,0.15032168847555086,0.8,0.02523778423630922,0.40414507772020725,0.00036394953669271736,0.002072538860103627,1
37,28982,76,2202632,29,29029,0.000999000999000999,0,53031,7817,45243,584.6842105263158,4155,0.027736656339809696,0.09410599837048367,0.009348569708025589,0.04612457275749069,0.018376323509449396,0.08818179776794736,0.09763931329097117,0.2830188679245283,0.012512628830975259,0.06535849810265629,3.1046130632524835e-06,9.765332548634611e-06,1.5332275205299841,46,0.024462529567613276,0.41829655088140916,0.010141348496837102,0.25510204081632654,0.01940988504544453,0.4065040650406504,0.05341230137221136,0.75,0.01405275509974098,0.35526315789473684,0.0006222501335419893,0.009868421052631578,1
38,37637,101,3801337,30,37708,0.0007955871433117641,0,228976,9945,219061,2163.168316831683,16424,0.07982424390416712,0.29189553646544275,0.031265769286105645,0.16630300961761157,0.059045066786951254,0.28517976588628763,0.18968864963535081,0.4363790950394559,0.03857605561218512,0.2350498768154644,4.53782688205085e-06,7.331452136299082e-06,5.804926003666605,91,0.062350093959966484,0.7181062370267826,0.029009588146220015,0.5597014925373134,0.053483283474005106,0.7177033492822966,0.11643156630502724,0.900990099009901,0.04077202078289851,0.6944444444444444,0.00098741655643711,0.008775877587758775,1
39,5083,16,81328,10,5089,0.0019650225977598744,0,11533,1126,10417,645.125,1596,0.055155551895190155,0.09300383604478979,0.01994740756763213,0.04574262882336732,0.03891206518945649,0.08748353096179183,0.15005659234011637,0.31398780247885105,0.025845775221046596,0.06531575841038757,9.636869760650795e-06,2.605335397303054e-05,2.030690537084399,15,0.045600507901363024,0.30316953129541624,0.01663164411612184,0.17857142857142858,0.03196627477412514,0.30303030303030304,0.1296061972434194,0.9375,0.02160585374985944,0.29411764705882354,0.001518368276593992,0.03125,1
40,137752,2,275504,1,137753,7.2593700318686345e-06,0,2982,218,2765,1312.0,2615,0.045114894005156794,0.08820198607037916,0.009271743048240695,0.018478214785398323,0.0182082322290124,0.03628593035599065,0.2363737187432533,0.40981037454944363,0.009524362622684244,0.01898339044079215,1.7159367467859145e-06,2.9749867482827376e-06,0.01904872524536849,2,0.002033848967924079,0.5,0.0005623619891149491,0.3333333333333333,0.0010383972469524085,0.5,0.009524362622684244,1.0,0.0006230143584174516,0.5,0.0003115071792087258,0.25,1
41,98551,0,0,0,98551,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
42,299,52,15548,2,349,0.0057306590257879654,0,1147,205,944,16.75,68,0.04294437379206677,0.20942248330283364,0.020208603899977733,0.10831234256926953,0.038768381678700975,0.19545454545454546,0.06738894977137005,0.3049645390070922,0.029623843596675994,0.14381270903010032,0.00013709941966024724,0.0010199482909936193,2.9130434782608696,25,0.022590621447382143,0.22009821317589892,0.008401839937148398,0.09623430962343096,0.01637418280706501,0.17557251908396945,0.058275373549035725,0.4807692307692308,0.011024553599754702,0.10952380952380952,0.0002553819280607358,0.005917159763313609,1
43,459,1768,811512,20,2207,0.009062075215224286,0,38415,5268,33167,17.92873303167421,129,0.034260442066629336,0.24207844154775784,0.015636825051888126,0.12169312169312169,0.03054159124197637,0.2169811320754717,0.056247969814499116,0.3898305084745763,0.02342931440200847,0.1503267973856209,8.848989905925372e-05,0.0008493039400317566,69.05882352941177,915,0.07127648902277563,0.41202417941859465,0.026532375987610945,0.2594556380346412,0.04826856420649477,0.4120123491439798,0.2563902585498814,0.8666666666666667,0.03436232120076863,0.40891364902506966,0.0001423598185533598,0.0004901960784313725,1
44,37078,53,1965134,41,37090,0.0011054192504718252,0,461442,9244,452239,8526.283018867925,22938,0.224895429444899,0.38981108619431093,0.1195555876814761,0.2166024006468064,0.20847251435211064,0.35607754929901464,0.32595383569933845,0.6186417821888991,0.1672393998011091,0.33838567854453594,7.099571836801021e-06,1.1051192015776892e-05,12.187631479583581,49,0.19920108813136747,0.5144588154899845,0.10298809671619122,0.3404255319148936,0.18181877026247853,0.5079365079365079,0.30163820961732457,0.9245283018867925,0.14400179433609325,0.46551724137931033,0.004069522509771511,0.016981132075471698,1
45,37108,43,1595644,18,37133,0.0004847440282228745,0,177665,6141,171542,3984.093023255814,9341,0.09600470512073278,0.1971227261728923,0.04693813970003717,0.10315348800813803,0.08901782758899057,0.18701565852706992,0.1391567523209699,0.2734533008349323,0.07039470413774117,0.14209873881642773,2.7537634954426963e-06,7.369119888836163e-06,4.6166864288024145,42,0.07325594241580402,0.4340185399533709,0.035191438838524165,0.2602739726027397,0.06373438161595378,0.41304347826086957,0.12664576966659133,0.9767441860465116,0.0481175968627935,0.3953488372093023,0.0015674085083618478,0.01744186046511628,1
46,32581,14,456134,8,32587,0.000245496670451407,0,81618,5414,76212,5400.857142857143,17851,0.1006185314153207,0.3040734934745302,0.03900306549085967,0.14812878599286367,0.07214860410313341,0.2580351399599598,0.2648246258399787,0.5478960130137197,0.051532047842817334,0.19023236315726436,4.622006582494686e-06,1.5711974840951217e-05,2.3207390810595134,11,0.07191761104947382,0.4008918628686366,0.028391895771187694,0.23809523809523808,0.0539800392601309,0.38461538461538464,0.17167013660827687,0.7857142857142857,0.036514965828473564,0.35714285714285715,0.0030298589441592593,0.05357142857142857,1
47,357,12,4284,8,361,0.0221606648199446,0,1456,182,1282,103.75,197,0.12202152180028343,0.358528371970743,0.052219058763487924,0.2126514131897712,0.09376850874334612,0.3507214206437292,0.29061624649859946,0.5518207282913166,0.06439388281707913,0.29044117647058826,0.0001803750218965802,0.000813560718405009,3.4873949579831933,10,0.1632143751212469,0.47140452079103173,0.07676186193093112,0.2857142857142857,0.13597521932883977,0.4444444444444444,0.32207357690550953,0.8333333333333334,0.09813832030500103,0.4166666666666667,0.010799637559325932,0.05555555555555555,1
48,178,917,163226,8,1087,0.007359705611775529,0,14623,3147,11484,12.308615049073063,80,0.013866491102142628,0.09740322249936206,0.0036402677277253,0.04482225656877898,0.00720345653148609,0.08579881656804733,0.06941907908689926,0.449438202247191,0.00429486685158882,0.05823293172690763,2.5642826915095655e-05,0.0006242197253433209,63.41011235955056,614,0.10329956578444052,0.49646162007551814,0.042452237926957896,0.3115169964485033,0.07698305312668875,0.47504835589941974,0.2791767182838262,0.8125,0.054581351069595566,0.36810551558752996,0.00028855893850144,0.000886041439476554,1
49,70880,0,0,0,70880,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1
50,2454,268,657672,89,2633,0.03380174705658944,0,208989,25636,183442,681.5932835820895,1639,0.09611465233938407,0.1841679652331571,0.03393541788228013,0.09357875509343824,0.06505558679240368,0.17114223307208018,0.28083075421700304,0.6678891605541972,0.042671019579085735,0.15369340746624305,1.8644620813267672e-05,9.754963017637741e-05,74.4364303178484,244,0.2782431690689674,0.5492226670489617,0.1531290535181936,0.37771739130434784,0.2525170041391079,0.5483234714003945,0.43502648810496575,0.9104477611940298,0.19831960105438007,0.5223880597014925,0.0013268590105933436,0.003316749585406302,1
51,29762,290,8630980,105,29947,0.0035061942765552477,0,919781,35010,884876,3043.9896551724137,18704,0.0988764709301632,0.3328793519388784,0.047603627594902796,0.1909020428033103,0.08553687203206185,0.3206007479069204,0.18201242590320804,0.6284523889523553,0.06517318733710879,0.2917688555760699,4.868889460225932e-06,1.3194280358948013e-05,29.660540286271083,230,0.17268868920977853,0.33562431103976886,0.0757287557584527,0.19527896995708155,0.13731361535237857,0.3267504488330341,0.3677711596454111,0.9166666666666666,0.09554319408853253,0.31438127090301005,0.0012449538917548295,0.003160919540229885,1
52,9120,241,2197920,88,9273,0.009489916963226572,0,350151,31117,319122,1316.7634854771784,5818,0.09221448303171613,0.20249782630409943,0.039829582195463044,0.09955448224174543,0.07577055009692871,0.18108149045743713,0.18197278201743639,0.6379385964912281,0.05388314236135331,0.14259383378016086,1.0030039830252844e-05,2.2934036824735106e-05,34.796052631578945,199,0.184309740688695,0.4169316216737215,0.08814378941104128,0.2545090180360721,0.1574260984616297,0.4057507987220447,0.33544767913925605,0.8571428571428571,0.11603277387888294,0.4024896265560166,0.0012742676012085373,0.0035566093657379964,1
